Date	App Name	App Apple Identifier	Event	Page Type	Source Type	Engagement Type	Device	Platform Version	Territory	Counts	Unique Counts
2026-04-04	Rewire	6759087214	Page view	Product page	App Store search		iPhone	iOS 26.3	JP	10	2
2026-04-04	Rewire	6759087214	Page view	Store sheet	App referrer		iPhone	iOS 26.3	JP	1	1
2026-04-03	Rewire	6759087214	Impression	No page	App Store search		iPad	iOS 13.4	JP	1	1
2026-04-03	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 10.3	PK	1	1
2026-04-04	Rewire	6759087214	Tap	Product page	App Store browse	Share	iPhone	iOS 26.3	JP	5	1
2026-04-05	Rewire	6759087214	Impression	No page	App Store search		iPad	iOS 26.3	AU	2	1
2026-04-03	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	JP	5	4
2026-04-04	Rewire	6759087214	Impression	No page	App Store browse		iPhone	iOS 26.3	JP	3	3
2026-04-04	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	JP	7	3
2026-04-04	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.7	PH	1	1
2026-04-03	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	JP	1	1
2026-04-05	Rewire	6759087214	Impression	No page	App Store search		iPad	iOS 17.7	JP	1	1
2026-04-05	Rewire	6759087214	Impression	No page	App Store search		iPad	iOS 17.6	JP	1	1
2026-04-05	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	JP	4	3
2026-04-04	Rewire	6759087214	Tap	No page	App Store search	Get	iPhone	iOS 26.3	JP	2	1
