Date	App Name	App Apple Identifier	Event	Page Type	Source Type	Engagement Type	Device	Platform Version	Territory	Counts	Unique Counts
2026-04-10	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 10.3	VN	1	1
2026-04-11	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	JP	1	1
2026-04-11	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 17.2	JP	1	1
2026-04-10	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.5	HK	1	1
2026-04-09	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	JP	1	1
2026-04-11	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	JP	2	2
2026-04-09	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	JP	1	1
2026-04-10	Rewire	6759087214	Impression	No page	App Store search		iPad	iOS 26.3	CN	1	1
2026-04-11	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.6	JP	1	1
2026-04-11	Rewire	6759087214	Impression	No page	App Store search		iPad	iOS 13.6	CN	1	1
2026-04-10	Rewire	6759087214	Impression	No page	App Store search		iPad	iOS 26.3	JP	1	1
2026-04-11	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	PH	1	1
