Date	App Name	App Apple Identifier	Event	Page Type	Source Type	Engagement Type	Device	Platform Version	Territory	Counts	Unique Counts
2026-04-26	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	JP	3	2
2026-04-26	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	JP	1	1
2026-04-25	Rewire	6759087214	Page view	Product page	App Store search		iPhone	iOS 26.3	JP	6	1
2026-04-25	Rewire	6759087214	Page view	Product page	App Store search		iPhone	iOS 18.7	ID	2	1
2026-04-26	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.2	JP	3	2
2026-04-25	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.7	ID	2	1
2026-04-25	Rewire	6759087214	Page view	App version history	App Store browse		iPhone	iOS 26.3	JP	1	1
2026-04-26	Rewire	6759087214	Page view	Product page	App Store search		iPhone	iOS 26.2	JP	1	1
2026-04-26	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 15.6	CN	1	1
2026-04-25	Rewire	6759087214	Impression	No page	App Store search		Desktop	macOS 26.4	JP	1	1
2026-04-26	Rewire	6759087214	Impression	No page	App Store search		iPad	iOS 18.5	US	3	1
2026-04-26	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	PH	1	1
2026-04-25	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	JP	3	2
2026-04-25	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	IL	1	1
