Date	App Name	App Apple Identifier	Event	Page Type	Source Type	Engagement Type	Device	Platform Version	Territory	Counts	Unique Counts
2026-04-21	Rewire	6759087214	Impression	No page	App Store search		iPad	iOS 26.2	CN	1	1
2026-04-20	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.5	JP	1	1
2026-04-19	Rewire	6759087214	Page view	Product page	App Store search		iPhone	iOS 26.3	JP	1	1
2026-04-21	Rewire	6759087214	Page view	Product page	App Store search		iPhone	iOS 26.3	JP	2	1
2026-04-20	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	JP	2	2
2026-04-19	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	JP	6	4
2026-04-21	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	JP	2	2
2026-04-21	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	JP	3	2
2026-04-19	Rewire	6759087214	Impression	No page	App Store browse		iPhone	iOS 26.4	JP	2	2
2026-04-20	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 17.3	JP	1	1
2026-04-20	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	JP	5	4
2026-04-20	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.3	JP	1	1
2026-04-19	Rewire	6759087214	Impression	No page	App Store browse		iPhone	iOS 16.7	JP	1	1
2026-04-20	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.2	JP	1	1
2026-04-19	Rewire	6759087214	Tap	Product page	App Store browse	Get	iPhone	iOS 26.3	JP	1	1
2026-04-21	Rewire	6759087214	Page view	Product page	Web referrer		Desktop	macOS 15.6	JP	1	1
2026-04-20	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 17.6	JP	1	1
