Date	App Name	App Apple Identifier	Event	Page Type	Source Type	Engagement Type	Device	Platform Version	Territory	Counts	Unique Counts
2026-06-01	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 17.4	TH	1	1
2026-06-01	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 15.3	AU	1	1
2026-05-30	Rewire	6759087214	Page view	Product page	App Store search		iPhone	iOS 16.7	JP	1	1
2026-05-31	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.5	JP	2	2
2026-05-31	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.7	TH	1	1
2026-05-31	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.5	US	1	1
2026-05-30	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	KH	3	1
2026-05-31	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.5	IL	2	2
2026-05-30	Rewire	6759087214	Tap	Product page	App Store browse	Get	iPhone	iOS 16.7	JP	1	1
2026-05-30	Rewire	6759087214	Page view	Product page	App Store search		iPhone	iOS 26.5	JP	1	1
2026-05-31	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	IL	1	1
2026-05-30	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.7	TH	1	1
2026-05-30	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.5	US	1	1
2026-05-30	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	JP	1	1
2026-06-01	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.5	IL	1	1
2026-06-01	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 15.8	NP	1	1
2026-06-01	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	US	1	1
2026-06-01	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.5	PH	5	1
2026-06-01	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 15.8	IL	1	1
2026-05-31	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.0	TH	3	1
2026-05-31	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	TH	6	2
2026-06-01	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.3	TH	2	1
2026-06-01	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.5	US	1	1
2026-05-31	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.5	TH	4	2
2026-06-01	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	UZ	1	1
2026-06-01	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.2	IL	1	1
2026-06-01	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.5	IL	3	1
2026-06-01	Rewire	6759087214	Tap	No page	App Store search	Get	iPhone	iOS 26.5	JP	1	1
2026-05-30	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.5	IL	2	1
2026-05-30	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 16.7	JP	1	1
2026-05-30	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.5	TH	1	1
2026-05-30	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.5	JP	2	1
2026-05-31	Rewire	6759087214	Page view	Product page	App Store search		iPhone	iOS 26.5	JP	1	1
2026-06-01	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.5	JP	4	4
2026-06-01	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.5	TH	7	2
