Date	App Name	App Apple Identifier	Event	Page Type	Source Type	Engagement Type	Device	Platform Version	Territory	Counts	Unique Counts
2026-05-19	Rewire	6759087214	Impression	No page	App Store browse		iPad	iOS 26.4	JP	1	1
2026-05-19	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	JP	2	1
2026-05-18	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.5	AF	2	1
2026-05-17	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 17.4	MN	2	1
2026-05-17	Rewire	6759087214	Tap	No page	App Store search	Get	iPad	iOS 26.4	JP	1	1
2026-05-17	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	IL	3	1
2026-05-17	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.5	NP	1	1
2026-05-17	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.5	VN	1	1
2026-05-17	Rewire	6759087214	Impression	No page	App Store search		iPad	iOS 16.7	JP	1	1
2026-05-17	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.7	TH	2	1
2026-05-19	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	TH	3	1
2026-05-18	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.2	JP	2	1
2026-05-19	Rewire	6759087214	Impression	No page	App Store browse		iPhone	iOS 26.4	JP	2	2
2026-05-19	Rewire	6759087214	Page view	Product page	App Store search		iPhone	iOS 26.2	JP	8	1
2026-05-19	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	IL	1	1
2026-05-19	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.5	IL	1	1
2026-05-18	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.7	MN	1	1
2026-05-19	Rewire	6759087214	Impression	No page	App Store browse		iPhone	iOS 18.6	JP	1	1
2026-05-19	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.5	JP	1	1
2026-05-19	Rewire	6759087214	Tap	No page	App Store search	Get	iPhone	iOS 26.5	JP	1	1
2026-05-18	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	ID	1	1
2026-05-18	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	JP	2	2
2026-05-19	Rewire	6759087214	Tap	Product page	App Store browse	Get	iPhone	iOS 26.2	JP	1	1
2026-05-17	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	JP	2	2
2026-05-18	Rewire	6759087214	Page view	Product page	App Store search		iPhone	iOS 26.5	AF	1	1
2026-05-17	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.5	JP	1	1
2026-05-17	Rewire	6759087214	Impression	No page	App Store search		iPad	iOS 26.4	JP	1	1
2026-05-18	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	IL	1	1
2026-05-17	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.2	JP	1	1
2026-05-18	Rewire	6759087214	Page view	Product page	App Store search		iPhone	iOS 18.7	IL	1	1
2026-05-19	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	AU	1	1
2026-05-17	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	IL	1	1
2026-05-18	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.7	IL	7	3
2026-05-17	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.7	IL	1	1
2026-05-18	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.5	JP	2	1
2026-05-18	Rewire	6759087214	Impression	No page	App Store browse		iPad	iOS 26.4	JP	1	1
2026-05-18	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.5	IL	2	2
2026-05-19	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.6	IL	1	1
2026-05-19	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	LK	1	1
2026-05-19	Rewire	6759087214	Impression	No page	App Store browse		iPhone	iOS 26.5	JP	2	2
2026-05-18	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 16.7	JP	1	1
2026-05-19	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.2	JP	4	1
2026-05-18	Rewire	6759087214	Impression	No page	App Store search		iPad	iOS 26.4	JP	1	1
2026-05-17	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	JP	1	1
2026-05-17	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	TH	2	2
2026-05-17	Rewire	6759087214	Tap	No page	App Store search	Get	iPhone	iOS 26.5	JP	1	1
