Date	App Name	App Apple Identifier	Event	Page Type	Source Type	Engagement Type	Device	Platform Version	Territory	Counts	Unique Counts
2026-04-08	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	JP	1	1
2026-04-07	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	IN	1	1
2026-04-08	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.1	JP	1	1
2026-04-06	Rewire	6759087214	Page view	Product page	App Store search		iPhone	iOS 26.3	JP	2	1
2026-04-07	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.2	JP	1	1
2026-04-06	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.1	CO	1	1
2026-04-06	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.6	JP	1	1
2026-04-06	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.2	IN	1	1
2026-04-07	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	JP	3	3
2026-04-08	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.6	VN	1	1
2026-04-06	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.7	JP	1	1
2026-04-06	Rewire	6759087214	Impression	No page	App Store search		iPad	iOS 26.5	US	1	1
2026-04-07	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.7	JP	2	2
2026-04-06	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	JP	5	4
